,Date,User Account,Scores,Review,Label,Aspect
272,10/10/2020,Antonius Hariyanto,5,good place buy fresh fruits vegetables,1,SERVICE
273,10/10/2020,wahyu irawan,5,thank god thank make also make business consumption,1,USEFULLNESS
274,10/10/2020,Muria Lisa noor,5,best,1,SYSTEM
275,9/10/2020,Bang Dosen,5,happy tanihub especially pandemic input us need genius goods propagated suppose added beef fish species reproduced tofu shrimp squid etc time buy farmers buy online comes frequent shopping,1,USEFULLNESS
276,9/10/2020,Dina Dina,1,open application hang black screen restarted continues,0,SYSTEM
277,8/10/2020,Lenny Tionadi,5,shopping tanihub guaranteed satisfy,1,SERVICE
278,8/10/2020,Diah Wulandari,5,vegetables good quality meat delivery always time next day,1,SERVICE
279,7/10/2020,deasy dawalty,5,like satisfied shop especially promos discount vouchers good,1,SERVICE
280,7/10/2020,Ari Kristiawan,5,good,1,USEFULLNESS
281,6/10/2020,Wid Sukirya,5,great application iam happy customer,1,USEFULLNESS
282,6/10/2020,Ratna Nitirahardjo,4,far good concern actually tanihub sells vegetables spice big quantity great restaurant owners way much household,1,USEFULLNESS
283,2/10/2020,sofi hatijah,5,first timer trying satisfied recommended,1,USEFULLNESS
284,10/2/2020,Juwita Pirngadie,2,frequent crashes want find stuff,0,SYSTEM
285,1/10/2020,Raja Ashari,5,good job,1,SYSTEM
286,1/10/2020,Kevin Oarto,1,responses customer service good order canceled farmer system ovo balance deducted requested refund two days asked balances returned ovo reviews replied put back canceled order system,0,SERVICE
287,1/10/2020,Della Hanaly,1,bad service bad cust care bad quality control uninstall application,0,SYSTEM
288,30/09/2020,Julia Tarigan,5,several times shopping like,1,USEFULLNESS
289,30/09/2020,Agus Setiawan,4,thank much,1,USEFULLNESS
290,30/09/2020,Daniel Satmaka,1,disappointing experience delivery goods carried evening hours pm disturbing breaks application delivery goods carried normal time morning day,0,SERVICE
291,28/09/2020,Inge Suriaputra,5,quality far ok packaging delivery good,1,SERVICE
292,28/09/2020,Proxytia64,5,really helps covid,1,USEFULLNESS
293,26/09/2020,Mia Anastasia,5,first time shopping satisfied oke price packing oke best product quality choice really,1,SERVICE
294,26/09/2020,Rini Harris,5,good application easy,1,SYSTEM
295,25/09/2020,Elizabeth Charissa Chandra,5,easy use fair price reasonable minimum order free delivery may forward goods complete like tofu gentlemen,1,SERVICE
296,25/09/2020,red vamik,3,first order less even thirteen thousand second shipment tracking already wait night next day haa uninstall bye,0,SERVICE
297,24/09/2020,itoh khitotul hayati,5,order early afternoon arrived customer service responsive good,1,SERVICE
298,24/09/2020,hendro sudartono,5,one top shopping solution good,1,USEFULLNESS
299,24/09/2020,Aldi Rizaldi,5,application useful tremendous mission consumer greatly assisted tanihub get fruits vegetables agricultural products high quality affordable prices addition consumers also pleased mission improving welfare farmers tanihub,1,USEFULLNESS
300,22/09/2020,utary permadi,5,good,1,USEFULLNESS
301,21/09/2020,Esti Damayanti,5,like application past pandemi customer service helpful price quality products good love go ahead tanihub,1,USEFULLNESS
302,21/09/2020,enny muljono,5,good,1,USEFULLNESS
303,20/09/2020,Imelda Theresia,5,helpful like buy fruits vegetables many time good quality reviews products good price,1,USEFULLNESS
304,20/09/2020,Wie Ing,5,easy use fastest delivery user friendly easy payment various products,1,USEFULLNESS
305,20/09/2020,Doris Christamaro,5,ok,1,SYSTEM
306,20/09/2020,martwita hardi,3,applications ok although sometimes lagging,0,SYSTEM
307,19/09/2020,Queen world,5,fresh fruit vegetables good quality good packing hopefully quality product still improved thank tanihu,1,SERVICE
308,19/09/2020,Ema Irawan,5,application nice improved application management hopefully good,1,SYSTEM
309,19/09/2020,ninggawati suwita,5,great application,1,SYSTEM
310,19/09/2020,Deki Rozaki,5,good application,1,SYSTEM
311,19/09/2020,meriz pradini,5,best application far already use surabaya move jabodetabek competitive prices classified really cheap compared applicationlication really like,1,USEFULLNESS
312,17/09/2020,Yohanes Rayendra Hotmaruli,5,best solution pandemic,1,USEFULLNESS
313,17/09/2020,Andrew Suhadi,5,products good cheap fast delivery satisfied deh instead supermarket shopping especially pandemic like better use tanihub,1,USEFULLNESS
314,16/09/2020,Wella Sartika,5,really fast delivery fresh products,1,SERVICE
315,14/09/2020,Jejen Zaelani,5,easy operate,1,SYSTEM
316,11/9/2020,Yunus Yunus,5,good,1,USEFULLNESS
317,10/9/2020,Reisha Ranty,5,vegetables side dishes saucy thank god less scales hopefuly next pesen satisfaction thanks tanihub reproduced variety quantity stock let oke,1,SERVICE
318,9/9/2020,Aiesa Qonita Mar'ati,5,application lifesaver pandemic covid easy clean fast,1,USEFULLNESS
319,9/9/2020,Meiliana Fransisca,4,stuff good sometimes less avocado black good fits peeled,1,SERVICE
320,8/9/2020,Winda Ryadi,5,fast delivery ovo promo,1,SERVICE
321,8/9/2020,Dewi Nur,5,purwakarta area,1,SERVICE
322,7/9/2020,Wi Zu,5,useful application enables easy efficient discount economical hopefully future choices variety competitive prices thanks,1,USEFULLNESS
323,6/9/2020,Ahmad Zaenudin,1,bad written application,0,SYSTEM
324,5/9/2020,Fina Triani,5,using long enough pandemic firar time provide excellent services like gast delivery responsive customer care pandemic think team need pay attention product quality especially since people using applicationlication hope tanihub always many improvement innovation customers,1,SERVICE
325,5/9/2020,Amei's Channel,5,fast everything cheap good quality products,1,USEFULLNESS
326,5/9/2020,Marija Tan,5,online shopping help good product,1,USEFULLNESS
327,5/9/2020,Afriska Anggraini,4,goods lot price cheap quality vegetables nice fresh pretty fast delivery,1,USEFULLNESS
328,3/9/2020,Endang Suryawati,5,fast packet,1,SERVICE
329,3/9/2020,Lesyaning Wulan,5,good application,1,SYSTEM
330,2/9/2020,Artia Sitanggang,5,application easy use fast delivery fresh fruit thank price matter fruit product delivered always good thanks,1,USEFULLNESS
331,2/9/2020,Fadhilah Kaha,1,navigation application confusing clear shipment schedule asking customer service response better go back using sayurbox instead,0,SERVICE
332,31/08/2020,anita Devil,5,order came day order seafood still cold receive,1,SERVICE
333,31/08/2020,Triana Amanda,4,good product,1,SERVICE
334,27/08/2020,Sandy Olivia,5,satisfied really shopping tanihub,1,SERVICE
335,27/08/2020,Katherina Tedja,5,user friendly,1,SYSTEM
336,27/08/2020,Andita Alunantara,5,help thanks,1,USEFULLNESS
337,26/08/2020,Suzana Salam,5,always satisfied shopping farmer hub fresh quick delivery easy application,1,SERVICE
338,26/08/2020,Richard Josunarto,5,nice application,1,SYSTEM
339,26/08/2020,nobi azzura,5,menu application user friendly product display also okay time picture product illustrated yes easy use thanks,1,SYSTEM
340,25/08/2020,Bagus Sapto,5,prices relatively cheaper competitors well goods delivered fresh good quality drawbacks delivery known detail goods sent would better added option delivery time goods sent,1,USEFULLNESS
341,24/08/2020,Ferry Nursalim,5,satisfied products,1,SERVICE
342,24/08/2020,Afrita Amalia Laitupa,5,fresh goods,1,SERVICE
343,24/08/2020,Yessy Chan,5,good,1,USEFULLNESS
344,24/08/2020,Ina Cahyani,5,application loading time price items little bit expensive product quality always nice fresh,1,SERVICE
345,22/08/2020,mel surghani,4,application easy enough use buyers told much availability,1,SYSTEM
346,21/08/2020,Rini Tri Handayani,5,really satisfied happy shopping tanihub little scared shop online vegetables fruits traumatized bad experiences application sayurbox turned different tanihub create simple application customers select checkout price also competitive affordable quality delivered order nice fresh shipping also fast thank tanihub,1,USEFULLNESS
347,21/08/2020,Antoniokarang -,4,hopefully local farmers prosperous,1,USEFULLNESS
348,19/08/2020,Hermina Veronika,5,great application always happlicationy using application service also great love program,1,SERVICE
349,19/08/2020,Al-chemical kimia,5,good,1,USEFULLNESS
350,19/08/2020,rizky kusumadewi,4,transaction quite satisfactory helped tanihub hopefully better reach smaller cities big cities,1,USEFULLNESS
351,18/08/2020,WinterFluffy Bear,5,neat hygienic packaging price also affordable,1,SERVICE
352,8/18/2020,KARINA NURHERBYANTI,2,vegetable quality five star three tomes order dissapointed indeed vulnerable bottleneck occurs weekend public holidays better described shipping policy complaing also customer service told already order goods road along courier arrive day arrive tomorrow also applicationlication also still status delivery process yet rate comment applicationlication related orders,1,SERVICE
353,17/08/2020,Irma Apriyani,5,really like must try competitive prices vegetable fresh super fast delivery communicative really like already give testimony friends satisfied triumphed always,1,SERVICE
354,17/08/2020,Lina Adi,5,satisfied shopping,1,SERVICE
355,16/08/2020,Bambams,5,functional easy use application lot variety products customer services fast respond overall great applicationlication,1,USEFULLNESS
356,16/08/2020,Dewi Setyawati Putri,5,fast delivery good products competitive price,1,SERVICE
357,15/08/2020,linda sus,3,installed application made help farmers raw milk price fresh milk much expensive ones superstore also price harum manis mangoes expensive ones farmer market supermarket chose uninstall end,0,USEFULLNESS
358,14/08/2020,Andri Kristanto,5,great application great value money products,1,USEFULLNESS
359,14/08/2020,Norachma Hayu,5,service perfect nice goods ontime delivery thanks tanihub,1,SERVICE
360,14/08/2020,Farien dwi putri,5,usefull application,1,USEFULLNESS
361,12/8/2020,Rahma Sari,5,quite complete economical price good quality,1,SERVICE
362,9/8/2020,Dhenny Muliawaty,5,love application,1,SYSTEM
363,8/8/2020,amanda ulinnuha,5,received order since made order called reviews office chased reviews customer service available platforms ig addition items sent accordance order quite sure intentionally done rather unintentional error never consulted beforehand update tried make reviews mistake sending initially items ordered,1,SYSTEM
364,8/8/2020,Diah Sunarsih,5,crazy first time shopping satisfied good sent complete express ad delivery package already received hours subscription thanks tanihub,1,SERVICE
365,6/8/2020,Lusiani Sukamto,5,satisfied,1,SERVICE
366,5/8/2020,Ivana Jingga,5,easy use payment could ovo n gopay got pieces though month shortcomings may less variation fruits anyway ticking lists items enter applicationroximately want buy still doubt stored basket yet checkout wrote rest okay quality good stuff though fast also received delivery afternoon thankyou keep good work yes,1,SERVICE
367,5/8/2020,Lidya Liem,5,recommended,1,USEFULLNESS
368,4/8/2020,Haidar Ahmad,5,awesome application helpful stay home,1,USEFULLNESS
369,3/8/2020,Hilda Ummi,5,thank god already better application like agricultural products,1,SYSTEM
370,2/8/2020,gede bagia,5,awesome great experience new things shop early vegetables tanihub good job,1,USEFULLNESS
371,2/8/2020,neri lovita,5,good,1,USEFULLNESS
372,2/8/2020,Catarina Theresia,4,cheap good quality hopefully continue increase quality,1,USEFULLNESS
373,1/8/2020,STUDIO 35 [inframe],5,process quick good quality farming results,1,SERVICE
374,1/8/2020,Cipta Athanasius,1,often suddenly stuck,0,SYSTEM
375,31/07/2020,Yuli Wulan,5,application service products good recommended,1,USEFULLNESS
376,29/07/2020,alfiana ikawati,5,great application suggestions forward hopefully chat menu customer service option reorder dr previous transactions mainly canceled orders low repayment need select manual one one thanks tanihub,1,SERVICE
377,29/07/2020,Tine Djaja,5,helpful,1,USEFULLNESS
378,28/07/2020,Asih Sulastri,5,vegetable fruit quality good fast delivery thank,1,SERVICE
379,28/07/2020,Vicky Affandi,1,expensive,0,SERVICE
380,26/07/2020,Manuel Adhy,5,really fast shipping one day already cushy choose application user friendly first impression disposable content,1,USEFULLNESS
381,24/07/2020,Christine Christiani Wijaya,5,good application far need add chat menu customers ask something item,1,SYSTEM
382,24/07/2020,Nurhayati Masthurah,5,good ministry,1,SERVICE
383,24/07/2020,Fatima Zahra Kannes,5,application helpful especially pandemic fast delivery goods good time product selection especially bandung fish also complete choice jabodetabek,1,USEFULLNESS
384,23/07/2020,Iwan Junifanto,5,good application good seamlessly samsung,1,SYSTEM
385,7/22/2020,Bayu Andrianto,2,price higher price market,0,SERVICE
386,21/07/2020,Ray Indra Taufik Wijaya,5,nice application delivery fast order application help local farmers ranchers,1,USEFULLNESS
387,20/07/2020,Milka Angela,5,tanihub one ingredient applications full square meal price quite affordable still mainstay price ok quality food ok plus shipping fast day usual application bit long hell wrote load product still ok easy ui design also confusing,1,SERVICE
388,19/07/2020,Basukarno Harji Saputro,5,system error payment gopay online although payment considered expired goods still sent great recovery complaintnya,1,SYSTEM
389,19/07/2020,frida kimura,5,useful shopping vegetables fruit fresh without leave house,1,USEFULLNESS
390,18/07/2020,sinta nalom,5,product always good quality,1,SERVICE
391,17/07/2020,Viee,5,order morning afternoon package already cone vegetable also ok quality application helpful isolation period better product complete meats others fruits thank,1,USEFULLNESS
392,14/07/2020,CAROLINA SUBIJAKTO,5,easy fast,1,SYSTEM
393,14/07/2020,Yanuar Hery Murtianto,5,nice application,1,SYSTEM
394,11/7/2020,Arinda Sucihati,5,super helpful easy use application competitive price fresh products also fast delivery good job,1,USEFULLNESS
395,10/7/2020,imelda laurensia,5,good,1,USEFULLNESS
396,9/7/2020,Bu Sisca,5,satisfied service n product quality,1,SERVICE
397,9/7/2020,riantibs setiyowati,5,nice use,1,USEFULLNESS
398,9/7/2020,Vivi Widjaja,5,product problem customer service responsive,1,SERVICE
399,8/7/2020,Dewi Komala,5,fast delivery good packing,1,SERVICE
400,8/7/2020,Kemistri,3,dear greengrocer market jabodetabek area could merchant partner,0,SERVICE
401,6/7/2020,Aryo Gurning,5,great application brings easiness purchase vegetables fruits groceries good delivery well fast good handling,1,USEFULLNESS
402,6/7/2020,Andre Kurniawan,1,delivery unsatisfactory suddenly come night delivery without prior confirmation application clearly tracking shipment clearer tracking option send hour send outside working hours without notice,0,SERVICE
403,4/7/2020,De Jour,5,complete competitive price suitable culinary business like stock limited want buy papaya tie stock cm belt vegetables want buy lime leaves grams empty available kg kg lime leaves crazy daily count wrote directly dry damaged many goods empty fully visible tp cm display work first stockist time want spend brg provided dr selected hopefuly success,1,SERVICE
404,4/7/2020,WE travel,1,threee days hell server,0,SYSTEM
405,1/7/2020,Robby Putra,5,application fast lagging fasr goods till big chicken cheap thanks tanihub team,1,USEFULLNESS
406,1/7/2020,Ghassaniy Nayla Nafisa,5,delivered goods damaged tanihub want replace new items nice,1,SERVICE
407,30/06/2020,Putri Puspita,5,thanks updating delivery services promise gave u star backing,1,SERVICE
408,30/06/2020,ina dhamayanti,4,helpful passable shopping vegetables fresh fruit,1,USEFULLNESS
409,30/06/2020,Siswardika Susanto,1,responding proceeds pay please fix,0,SYSTEM
410,29/06/2020,Berliana Hutagalung,5,cool tomorrow afternoon morning order arrived chicken fish still fresh neat packing great,1,SERVICE
411,26/06/2020,Lindawati Pangaribuan,5,okay orders shipped day,1,SERVICE
412,26/06/2020,emak emak,5,greatly helped especially lazy person,1,USEFULLNESS
413,26/06/2020,Yosef Prihanto,5,good quality packing tidy,1,SERVICE
414,23/06/2020,christian subakti,5,easy used,1,SYSTEM
415,22/06/2020,Haryman utama suryadinata,1,slow,0,SYSTEM
416,20/06/2020,Lina S,4,good service products tell tanihub developer team application still bugs error even installed newest update error open application minutes hangs suddenly blank screen quit continued happen,1,SYSTEM
417,19/06/2020,yulianty sepvia,5,like application shopping simply complicated price much different traditional markets even rich many received stale may items purchased applicationlication matter lot bugs new applicationlication important frequent repairs applicationlication quality goods love shopping tanihub thank,1,SYSTEM
418,19/06/2020,Jonwin Tjandra,1,service bad odred melon kg melon come complain complicated proccess long email model asked questions image goods order connect directly complaints applicationlication upload picture order complicated,0,SERVICE
419,15/06/2020,Josiah Emmanuel,5,good application pretty fast delivery need one day get vegetables,1,SERVICE
420,13/06/2020,kurniasari endah prajanti,1,several times buy fruit tempted promotions vouchers given turned disapplicationointing fruit quality low never buy bark eaten mostly rotten buy watermelon foul try buy melon fruit still ripe dissapointed price useless eaten buy junk,0,SERVICE
421,12/6/2020,Dzakky Hazimy,3,good design application always show blank screen force close suck,0,SYSTEM
422,6/12/2020,Kevin Fandian,2,april may still good application crashes much please fix problem thanks,0,SYSTEM
423,11/6/2020,Bhara Putra,5,helpful useful buy ingredients cooking,1,USEFULLNESS
424,11/6/2020,Tresya Kurniawan,5,good goods price ok courier good outstanding delivery application verry good,1,SERVICE
425,6/10/2020,Shofa Muminah,2,good application vegetables fruits sold bad young recommended,1,USEFULLNESS
426,9/6/2020,Oka Mahendra,3,tanifund account accessed via tanihub huh want funding via tanihub,1,SYSTEM
427,9/6/2020,Asri Ariesti Pertiwi,1,claim product details force close hold,0,SYSTEM
428,9/6/2020,tisha yunindya,1,hoax give cashback cashback bri name blog sign account still three weeks lazy shopping,0,SERVICE
429,8/6/2020,Nadia V,1,open application,1,SYSTEM
430,4/6/2020,Calvin G,1,application responding always forced closed continuously restart many times still process order,0,SYSTEM
431,2/6/2020,Abdul Jalal,3,karawang enterance area willing participate uninstall,0,SERVICE
432,6/2/2020,Sri Anita,2,actually products fine fast delivery somehow application suddenly lag thanks order really hard please repaired yes,1,SERVICE
433,1/6/2020,Luve Eliss,5,great application helpfully,1,USEFULLNESS
434,1/6/2020,Larisa Siladharma,5,excellent application purchase wide variety vegetables staple helped applicationlication tanihub shopping kitchen purposes practical thanks tanihub let support indonesian farmers,1,USEFULLNESS
435,1/6/2020,Budi Firmansyah,3,please check writing number handphone label delivery address space less likely first digit mobile number printed scrappy complicate communication courier buyer number phone writing setting initial application automatic number printed likewise indeterminate space taken account postage rise thirty thousand sure,0,SERVICE
436,1/6/2020,Kedai Superboy,1,friends farmers investment serie memory allocation chaotic keep crashing shame ahh,0,SERVICE
437,31/05/2020,Yenny Novita,5,service satisfactory goods one day far delivered goods pretty good complained vegetable wakti many yellow spot two days horsefly ushered replace tani forward tanihub possible add item vegetable providing grams package thank,1,SERVICE
438,31/05/2020,Diena Haniefa,3,nice since last updated often really hang please fix application comfortable little upset ngehang,1,SYSTEM
439,31/05/2020,Nova Wibowo,1,started spending la shuttlecock back forth die application,0,SYSTEM
440,31/05/2020,Adi Febrian,1,paying using promo gopay able cashback twenty thousand rupiah contact customer service dozen times answered bot alone include proof transactions etc also response happens customers experienced something like twenty million money halal,0,SERVICE
441,29/05/2020,Doni Julisman,5,nice application store,1,SYSTEM
442,5/29/2020,Pow Ree,2,severe latest updet browsing wrote hang crash continues many updates adds error used stable application,0,SYSTEM
443,28/05/2020,Melv,5,helping build middle,1,USEFULLNESS
444,28/05/2020,Dhimas Agung,3,good incorrectness price fruit cheaper love love closed application please repaired difficult happens go shopping,1,USEFULLNESS
445,5/28/2020,Melskitchen bandung,2,order live pay play around go next stage phone screen applicationears order expired many times tried continue,0,SYSTEM
446,27/05/2020,Igi Ardiyanto,5,edited thank fast response problem resolved family ordered client orders ca jt open package order missing tried find call number nothing make complaint,1,SERVICE
447,27/05/2020,Nita A R,5,purchase orders dated days coming cancel ask refund writings refund total transaction second third time buy direct dissapointing reason install applications,1,SERVICE
448,27/05/2020,MS Electric,3,install new less current applicationlication mouth still download could compete add category based cuisine example lodeh category material kind,0,USEFULLNESS
449,27/05/2020,Adinda Juliani K.,1,expectations application seems high minus first minimum order kg burdensome working woman complains week cook second beef third shipping h fourth hang applicationlication applicationlication certainly reviews want stock wrote helper support immediately going cook day next day delivery arrived hope reviews inputs help improve sorry uninstall right away,0,SERVICE
450,26/05/2020,adhiguna sabril,5,good,1,USEFULLNESS
451,26/05/2020,Jojo Mailbox,5,service fast good product though local,1,SERVICE
452,26/05/2020,Monalisaver,4,often complete goods sea fish often exist,1,SERVICE
453,26/05/2020,Gunawan Mi,1,application heavy frequent crashes repaired edit review,0,SYSTEM
454,26/05/2020,Endy Tjahja,1,likes hang,0,SYSTEM
455,25/05/2020,Antari Ayuning Arsi,1,sorry give star delivery range semarang,0,SERVICE
456,22/05/2020,Ali Yafi i,4,lagging bug use internet network smoothly memory stroge smartphone full essentially issues network gadgets hang running application tanihub scrolling sliding smooth image loaded long time rest pretty good like ui ux friendly easy use product reasonably priced assured guaranteed quality many additional useful features like charity etc,1,SYSTEM
457,21/05/2020,Farah Nurislami,5,fast arrived goods also oke,1,SERVICE
458,21/05/2020,Ahmad Holmes,3,expands borneo,1,SERVICE
459,21/05/2020,Elfine Peterson,1,bought times application chicken alwaysss less advertised bought came kg complained within hrs complete picture proof said someone respond days passed nobody respond steal money beware buy expect come tried times complained respond nothing buy risk shame tanihub taking advantage people buy online corona virus,0,SERVICE
460,20/05/2020,Yuntanty Agustina,5,thanks tanihub fast shipping current pandemic ramadan helpful n free sis vegetable fruit n clean food fresh frozen vegetable yes good choosing price must cheaper places always shopping,1,USEFULLNESS
461,20/05/2020,Djose,4,awesome marketplace awesome application stars hold fix applicationlication freezes lags alot plus customer service even bots notify customers orders supply chain fulfill information important customer tables let alone already salivating waiting fresh produce top notch remaining cool guys please keep good works yes tanihub thankyou,1,SYSTEM
462,19/05/2020,Nugroho Dwi Saputra,1,error always latest version memory java relaunch application responding kept already send email still repaired,0,SYSTEM
463,17/05/2020,Della PK XD,3,good products good service application bad always freezes close programs reopen done transaction finalized hope fix,1,SYSTEM
464,17/05/2020,Random JJ,1,install use application order frozen food fruit vegetables applicationlication info arrive may arrived afternoon daylight kept email inwardly thought possible pandemic late noproblem dated may morning system update received may whereas checks application may pm still updated drivers also phone end food infested ants broken,0,SERVICE
465,16/05/2020,Nursyamsu Bakhtiar,3,mobile application first time products better raised also linking main menu tanihub product program blog etc including arrangements website classified put important information top uniqueness tanihub main brands raised general commodity products applicationear market thank,1,SYSTEM
466,16/05/2020,I Kohar,1,want buy must list first would enter verification,0,SYSTEM
467,5/15/2020,Robby Meliala,2,application always forced closed opening minutes promiscuous promiscuous unfinished already please fixed application,0,SYSTEM
468,13/05/2020,Riki,4,three times ordered content delivery jabodetabek area coming days vegetables fruits still fresh ripe fall overall quite satisfactory problem application slow hope play high end games fluently run slowly taste tanihub application make harder browsing fruits vegetables especially want compare prices application,1,SERVICE
469,5/13/2020,nyayu fatimah zahroh,2,version heavy error continues failed enter basket,0,SYSTEM
470,13/05/2020,Sabrina Asyarafi,1,buy bananas even banana jackfruit must cooked eat awaited yellow yellow time buy grapefruit also still green consumed grapefruit ripened lost money dissapointed customer customer service email well answer sure,0,SERVICE
471,13/05/2020,A. Hakim Taufiq,1,two weeks since april reported customer channels returned excess funds answer templates without certainty may standart operational procedur,0,SERVICE
472,12/5/2020,Zakka Fauzan,5,complete product looks simple price quite friendly,1,USEFULLNESS
473,12/5/2020,Sariyo Sariyo,5,full fast price competitive,1,SERVICE
474,12/5/2020,Be be,5,nice,1,USEFULLNESS
475,12/5/2020,Venita Bonita,3,use application opened dark screen must closed applications,0,SYSTEM
476,12/5/2020,Mujiati Amih,1,application right help overcome home grocery shopping hang n application often die,0,SYSTEM
477,5/11/2020,yani kacank,2,since update ramadhan often error please fix,0,SYSTEM
478,11/5/2020,Ririn,1,suggestion minimum purchase certain items much example lime leaves bay leaves etc thank,0,SERVICE
479,11/5/2020,Leonard Andry,1,cashback never came already processed,0,SERVICE
480,10/5/2020,Chandra Salim,5,application bugs every day promo collapsible notifications pop text bar phone clicked glide application always oops something wrong never load page ever know promo,1,SYSTEM
481,10/5/2020,ratna wahyono,1,goods coming fragmentary indeterminate response complaints,0,SERVICE
482,9/5/2020,Budi Musana,5,thank times ordered fast delivery good goods steady,1,SERVICE
483,8/5/2020,Jacko Ya,5,thank much new update logging,1,SYSTEM
484,7/5/2020,prima situmorang,5,premium packaging incredible,1,SERVICE
485,7/5/2020,Ghinan Nafsi Ramadhan,5,service attractive practical well maintained quality,1,SERVICE
486,7/5/2020,A Google user,5,good,1,USEFULLNESS
487,5/7/2020,Aqua Man,2,crash crashes crashes time update,0,SYSTEM
488,6/5/2020,W Dita Saputri,3,tanihub nation application aims help farmers distributing crops process distribution customers ugly ordered fruits yogyakarta nearly pm sent contact customer service morning unanswered recommended shop vegetables fruits tanihub,0,USEFULLNESS
489,6/5/2020,Binawati Mail,3,application smoothly enough service reliable hassle commute complaint delivery vegetables shipping fruit fruits exchanged others without confirmation last order one item available details amount although problematic products promised replaced next day still answer question day needed selling online customer service understaffed,0,SERVICE
490,6/5/2020,Cantika Fashya,1,goods shipped miss complain email ignored many days complain time say please complain hours upon receipt complain time responde complain email also ignored inconsequential,0,SERVICE
491,4/5/2020,Agung Wahana,5,oke good,1,USEFULLNESS
492,4/5/2020,Rizca Mery,5,helpful,1,USEFULLNESS
493,4/5/2020,Lenny Anggraini,1,bad application customer care phone help order problem april ordered items order arrived april two items available applications customer care phone handle complaints complain submit via email sent complaints order arrived home received feedback refund dissapointed never shop applications anymore,0,SERVICE
494,3/5/2020,Made Gitanadya,5,awesome application good reliable customer service sent bad products complained without expectation next day delivered fresh new one free far good,1,SERVICE
495,3/5/2020,Vonnyratna,5,great application easy use service excellent fast delivery fresh product many cashback program customer,1,SERVICE
496,3/5/2020,Riany Tam,5,easy order good product,1,USEFULLNESS
497,3/5/2020,Ibu Salma,5,prize lower everything fresh,1,SERVICE
498,3/5/2020,Mizan Ahnaf,5,application easy use lot products various ways payment,1,SYSTEM
499,3/5/2020,SYARIFAH NURJANAH,5,recomended product besides vegetables,1,SERVICE
500,3/5/2020,Cronut Van Java,5,helpful,1,USEFULLNESS
501,3/5/2020,Hikmat Mulyana,5,good,1,USEFULLNESS
502,3/5/2020,Nilna 'In Shofa,1,heavy slow response application keep quitting customer service following question clear delivery schedule love using better,0,SERVICE
503,3/5/2020,Sesty Ferica Purba,1,order ca jk thursday april delivered even though jakarta contact customer service response pay using gopay get discount minimal order mango mean every kilos morning invoice may turn accept tanihub entered gopay balance love number customer service chat please,0,SERVICE
504,3/5/2020,Herman Wei,1,order arrive,0,SERVICE
505,2/5/2020,ferry febrianto,4,application version mouth cur often crashes hopefully fixed soon best ecommerce buy staples,1,SYSTEM
506,5/2/2020,Gery Refinaldi,2,order always shows much support please retry entry morning checkout choice vegetables fruits sold replace others still check,0,SERVICE
507,2/5/2020,Gunawan Yuniardi,1,shopping notified process take two days,0,SERVICE
508,1/5/2020,Aditiya Pradipta,5,good job damaged booking directly replaced two days later great first experience thank much,1,SERVICE
509,1/5/2020,freshmiaw -,4,previous like wear order application always product packaging satisfactory update even told logged continuously want open applicationlication confusion happlicationens even though already account asked wait confirmation email already ever first confirmed,1,SYSTEM
510,1/5/2020,Elizabeth Pabunag,1,crash dissapointing,0,SYSTEM
511,1/5/2020,gani sisca rini,1,orders come give bad rating applications,0,SYSTEM
512,29/04/2020,dYmas dHirga,1,bad applications,0,SYSTEM
513,28/04/2020,Paramitha Dewi,5,cheap thats goods good farming results suggestions may help love option purchase kg please maps track couriers maybe already gone well,1,USEFULLNESS
514,28/04/2020,Marsian Gustrianda,1,application crashes android,0,SYSTEM
515,26/04/2020,Rosa Dean,4,good services goods delivered complaint day later shipped goods thank tanihub continued success,1,SERVICE
516,26/04/2020,Mario,1,looks like application like beginning application indeed fast cheap services indeed products become available price exorbitant goods provided many supermarkets well continue want help farmers,0,USEFULLNESS
517,25/04/2020,Veronica Sabathania,5,success always helpful application,1,USEFULLNESS
518,25/04/2020,IceSky9,1,application garbage bought vegetables many vegetables fitting many available available foul take back money resorted present application garbage recommend application use deception,0,SERVICE
519,25/04/2020,januarti jaya ekaputri,1,application often error,0,SYSTEM
520,4/24/2020,Suzy Sulastri,2,application sometimes blank images,0,SYSTEM
521,23/04/2020,Vico Ervanda,5,stuff nice still fresh like,1,SERVICE
522,23/04/2020,Linda Wong,3,want pay checkout told enter first delivery adresses selection city address street address could enter house hows,0,SYSTEM
523,22/04/2020,Lia Sulviana,5,excellent products services thanks much always success,1,SERVICE
524,4/22/2020,Luqman Hakim,2,orders sent four days wait annoying orders shipped incomplete without info customers around arbitrarily say refund communication orders shipped fact major orders main items better canceled orders reason ugly stuff still listed store different prices enough made tanihub uninstall unprofessional,0,SERVICE
525,22/04/2020,arif widiyatmiko,1,application features used user experience bad gopay payment faulty gopay charge still waiting payment first order late schedule response customer service day times bales mail telephone contact clear delivery address yanh hard find sent let inedible word help farmers tanihub clear ca jk,0,SYSTEM
526,22/04/2020,Mawar Tresna,1,dissapointed application packaging mess received damaged products handling slow also application mostly ad notification,0,SERVICE
527,21/04/2020,Arbi Z Scarlet,1,lack good quality courier unresponsive customer service,0,SERVICE
528,4/20/2020,Mei Lien,2,first time message misdirected order want hampered selling goods order period stuff check first sending ckckckc,0,SERVICE
